Server ID,Operating System,OS Version,Decommission Deadline,Decommission Status,Location,Server Age,Usage,Criticality,Replacement Plan,Data Migration Status,Responsible Team,Maintenance History,Performance Metrics,Hardware Specs,Software Dependencies,Compliance Requirements,Security Risks,Maintenance Cost,Energy Consumption,Virtualization Suitability,Backup Status,Disaster Recovery Plan,Stakeholder Feedback,Project Milestones,Vendor Support,Environmental Impact,End-of-Life Date,Notes,Last Updated
Srv404,Windows Server,Red Hat Enterprise Linux,20/07/2025,Delayed,Data Center,1 years,File Storage,Low,No,Not Started,Team Analytics Team,Monthly updates,99.40% uptime,"32GB RAM, 2TB SSD",MySQL,None,None,$2930/year,328W,Yes,Up-to-date,Defined,Need faster replacement,Q2 Budget Planning,Active,Hardware recycling,18/06/2029,-,28/08/2024
Srv405,Linux,Red Hat Enterprise Linux,16/02/2026,Not Started,On-Premise,3 years,File Storage,Medium,Yes,N/A,Team Analytics Team,Monthly updates,99.30% uptime,"16GB RAM, 1TB HDD",SQL Server,None,High,$5234/year,512W,Yes,Up-to-date,Defined,No issues,Q2 Budget Planning,End of Support,Hardware recycling,8/11/2028,See notes,28/08/2024
Srv406,Windows Server,Windows Server 2016,10/07/2026,Decommissioned,On-Premise,9 years,File Storage,Medium,Yes,In Progress,Team IT Operations,Annual maintenance,99.74% uptime,"32GB RAM, 2TB SSD",MySQL,GDPR Compliance,Moderate,$2838/year,492W,Yes,Incomplete,Not applicable,Need faster replacement,Q3 Risk Assessment,Active,Hardware recycling,12/01/2025,See notes,28/08/2024
Srv407,Windows Server,Red Hat Enterprise Linux,23/03/2025,On Hold,On-Premise,4 years,Database Server,High,Yes,N/A,Team Development Team,Monthly updates,99.72% uptime,"16GB RAM, 1TB HDD",SQL Server,GDPR Compliance,Moderate,$3265/year,367W,Yes,Incomplete,Defined,Need faster replacement,Q1 Server Review,End of Support,-,30/06/2027,See notes,28/08/2024
Srv408,Linux,Red Hat Enterprise Linux,29/12/2026,Unknown,Cloud,5 years,Application Server,Medium,Yes,Not Started,Team Development Team,Annual maintenance,99.06% uptime,"16GB RAM, 1TB HDD",Apache,GDPR Compliance,High,$6184/year,443W,Yes,Up-to-date,Offsite backup plan,Concerns about data migration,Q1 Server Review,Unsupported,Recycling planned,27/12/2025,-,28/08/2024
Srv409,Windows Server,Red Hat Enterprise Linux,19/06/2025,Delayed,Data Center,9 years,Application Server,High,No,N/A,Team IT Operations,Monthly updates,99.45% uptime,"32GB RAM, 2TB SSD",MySQL,HIPAA Compliance,Moderate,$2954/year,305W,Yes,Incomplete,Defined,Need faster replacement,Q3 Risk Assessment,End of Support,Recycling planned,28/07/2029,-,28/08/2024
Srv410,Linux,Windows Server 2016,15/01/2027,Unknown,Data Center,6 years,Application Server,High,No,In Progress,Team Development Team,Annual maintenance,99.09% uptime,"16GB RAM, 1TB HDD",SQL Server,GDPR Compliance,High,$2633/year,437W,Yes,Incomplete,Defined,Need faster replacement,Q1 Server Review,End of Support,Hardware recycling,6/06/2029,-,28/08/2024
Srv411,Linux,Red Hat Enterprise Linux,31/10/2025,In Progress,On-Premise,10 years,Development Server,Low,Yes,N/A,Team Development Team,Monthly updates,99.20% uptime,"32GB RAM, 2TB SSD",None,GDPR Compliance,High,$5688/year,402W,No,Up-to-date,Not applicable,Need faster replacement,Q1 Server Review,End of Support,Recycling planned,20/05/2026,-,28/08/2024
Srv412,Linux,Windows Server 2016,11/09/2025,On Hold,On-Premise,2 years,File Storage,High,No,N/A,Team Analytics Team,Monthly updates,99.29% uptime,"32GB RAM, 2TB SSD",None,GDPR Compliance,Moderate,$4465/year,513W,No,Up-to-date,Offsite backup plan,No issues,Q2 Budget Planning,End of Support,Recycling planned,13/06/2026,See notes,28/08/2024
Srv413,Linux,Ubuntu 20.04,7/04/2025,Delayed,On-Premise,5 years,Application Server,Medium,Yes,Not Started,Team Analytics Team,Monthly updates,99.66% uptime,"32GB RAM, 2TB SSD",Apache,HIPAA Compliance,High,$6545/year,563W,Yes,Not Configured,Defined,No issues,Q1 Server Review,End of Support,Recycling planned,13/04/2027,See notes,28/08/2024
Srv414,Linux,Windows Server 2016,1/12/2026,In Progress,Data Center,7 years,Web Server,High,Yes,Not Started,Team Development Team,Annual maintenance,99.89% uptime,"32GB RAM, 2TB SSD",None,HIPAA Compliance,Moderate,$1530/year,228W,No,Up-to-date,Defined,Need faster replacement,Q3 Risk Assessment,End of Support,-,26/05/2027,-,28/08/2024
Srv415,Linux,Red Hat Enterprise Linux,31/08/2026,Delayed,On-Premise,8 years,Web Server,Medium,No,In Progress,Team Analytics Team,Monthly updates,99.24% uptime,"16GB RAM, 1TB HDD",MySQL,HIPAA Compliance,High,$4049/year,490W,No,Up-to-date,Offsite backup plan,Need faster replacement,Q1 Server Review,Active,Recycling planned,26/03/2028,-,28/08/2024
Srv416,Linux,Windows Server 2016,25/11/2025,Not Started,Data Center,3 years,Application Server,High,Yes,N/A,Team Development Team,Monthly updates,99.40% uptime,"32GB RAM, 2TB SSD",None,None,Moderate,$1046/year,357W,Yes,Incomplete,Not applicable,Concerns about data migration,Q3 Risk Assessment,End of Support,-,20/04/2029,See notes,28/08/2024
Srv417,Linux,Red Hat Enterprise Linux,25/01/2026,Unknown,Cloud,2 years,Development Server,High,No,Completed,Team Analytics Team,Monthly updates,99.30% uptime,"32GB RAM, 2TB SSD",MySQL,None,High,$2302/year,295W,Yes,Up-to-date,Offsite backup plan,Concerns about data migration,Q3 Risk Assessment,End of Support,-,5/01/2028,-,28/08/2024
Srv418,Windows Server,Ubuntu 20.04,26/08/2025,Decommissioned,Cloud,4 years,File Storage,Low,Yes,Not Started,Team IT Operations,Monthly updates,99.34% uptime,"16GB RAM, 1TB HDD",MySQL,HIPAA Compliance,Moderate,$4210/year,347W,No,Incomplete,Offsite backup plan,Concerns about data migration,Q2 Budget Planning,End of Support,-,4/11/2028,See notes,28/08/2024
Srv419,Linux,Red Hat Enterprise Linux,28/01/2025,Not Started,Cloud,9 years,Web Server,Low,Yes,Not Started,Team IT Operations,Annual maintenance,99.35% uptime,"16GB RAM, 1TB HDD",SQL Server,None,High,$5939/year,581W,Yes,Up-to-date,Not applicable,No issues,Q2 Budget Planning,Unsupported,Recycling planned,6/10/2025,-,28/08/2024
Srv420,Windows Server,Ubuntu 20.04,28/12/2025,On Hold,On-Premise,3 years,Application Server,High,Yes,Completed,Team IT Operations,Quarterly checks,99.48% uptime,"8GB RAM, 500GB SSD",Apache,GDPR Compliance,High,$2755/year,473W,Yes,Not Configured,Not applicable,Need faster replacement,Q3 Risk Assessment,Unsupported,-,19/05/2027,-,28/08/2024
Srv421,Linux,Red Hat Enterprise Linux,21/11/2024,Decommissioned,On-Premise,1 years,Web Server,Low,Yes,Completed,Team Analytics Team,Annual maintenance,99.34% uptime,"32GB RAM, 2TB SSD",SQL Server,None,Moderate,$5972/year,430W,No,Up-to-date,Not applicable,Concerns about data migration,Q1 Server Review,Active,Hardware recycling,25/10/2024,-,28/08/2024
Srv422,Linux,Ubuntu 20.04,5/05/2026,In Progress,Data Center,8 years,Development Server,High,Yes,Completed,Team IT Operations,Monthly updates,99.39% uptime,"16GB RAM, 1TB HDD",Apache,GDPR Compliance,None,$3021/year,432W,Yes,Incomplete,Offsite backup plan,Need faster replacement,Q2 Budget Planning,Active,Recycling planned,19/07/2028,-,28/08/2024
Srv423,Linux,Red Hat Enterprise Linux,30/01/2027,On Hold,Cloud,2 years,Web Server,High,No,N/A,Team Analytics Team,Annual maintenance,99.84% uptime,"16GB RAM, 1TB HDD",MySQL,GDPR Compliance,None,$3895/year,296W,No,Up-to-date,Offsite backup plan,Concerns about data migration,Q3 Risk Assessment,Active,Recycling planned,25/12/2028,-,28/08/2024
Srv424,Linux,Red Hat Enterprise Linux,21/07/2025,On Hold,Data Center,7 years,Application Server,High,No,Completed,Team Analytics Team,Monthly updates,99.29% uptime,"16GB RAM, 1TB HDD",None,GDPR Compliance,Moderate,$4309/year,487W,Yes,Up-to-date,Not applicable,No issues,Q2 Budget Planning,End of Support,-,5/05/2027,-,28/08/2024
Srv425,Windows Server,Ubuntu 20.04,20/12/2026,Decommissioned,On-Premise,6 years,File Storage,Low,Yes,Completed,Team Analytics Team,Quarterly checks,99.50% uptime,"8GB RAM, 500GB SSD",MySQL,GDPR Compliance,None,$2135/year,373W,No,Up-to-date,Not applicable,No issues,Q2 Budget Planning,Unsupported,-,10/02/2029,See notes,28/08/2024
Srv426,Windows Server,Ubuntu 20.04,4/10/2026,On Hold,Cloud,3 years,File Storage,Medium,Yes,N/A,Team Development Team,Annual maintenance,99.93% uptime,"8GB RAM, 500GB SSD",Apache,GDPR Compliance,Moderate,$1192/year,439W,No,Incomplete,Defined,Concerns about data migration,Q2 Budget Planning,End of Support,-,30/07/2025,See notes,28/08/2024
Srv427,Linux,Ubuntu 20.04,19/05/2026,Unknown,Data Center,3 years,Database Server,High,No,Not Started,Team Analytics Team,Annual maintenance,99.51% uptime,"8GB RAM, 500GB SSD",None,HIPAA Compliance,High,$4584/year,596W,Yes,Up-to-date,Defined,No issues,Q2 Budget Planning,Active,Recycling planned,1/01/2025,See notes,28/08/2024
Srv428,Windows Server,Red Hat Enterprise Linux,25/02/2025,In Progress,On-Premise,6 years,Database Server,High,Yes,Not Started,Team Development Team,Annual maintenance,99.21% uptime,"32GB RAM, 2TB SSD",Apache,None,High,$6166/year,521W,No,Incomplete,Not applicable,No issues,Q3 Risk Assessment,Unsupported,-,1/09/2025,See notes,28/08/2024
Srv429,Linux,Red Hat Enterprise Linux,27/05/2026,Unknown,Cloud,1 years,Web Server,Low,Yes,N/A,Team IT Operations,Quarterly checks,99.31% uptime,"8GB RAM, 500GB SSD",MySQL,GDPR Compliance,None,$1321/year,242W,Yes,Up-to-date,Not applicable,No issues,Q1 Server Review,End of Support,Hardware recycling,18/06/2027,-,28/08/2024
Srv430,Linux,Red Hat Enterprise Linux,17/05/2027,In Progress,On-Premise,5 years,Database Server,Medium,No,In Progress,Team Analytics Team,Annual maintenance,99.22% uptime,"16GB RAM, 1TB HDD",MySQL,HIPAA Compliance,High,$1733/year,200W,No,Incomplete,Offsite backup plan,No issues,Q2 Budget Planning,End of Support,Recycling planned,18/10/2025,See notes,28/08/2024
Srv431,Linux,Red Hat Enterprise Linux,16/12/2026,In Progress,Cloud,5 years,Database Server,Low,Yes,Completed,Team Analytics Team,Quarterly checks,99.35% uptime,"8GB RAM, 500GB SSD",SQL Server,GDPR Compliance,None,$6134/year,420W,No,Up-to-date,Not applicable,Concerns about data migration,Q2 Budget Planning,Unsupported,Hardware recycling,21/12/2025,-,28/08/2024
Srv432,Windows Server,Ubuntu 20.04,8/02/2026,Decommissioned,Cloud,10 years,Development Server,Low,No,Not Started,Team Analytics Team,Monthly updates,99.20% uptime,"16GB RAM, 1TB HDD",Apache,None,None,$1773/year,560W,Yes,Up-to-date,Defined,Concerns about data migration,Q2 Budget Planning,End of Support,Recycling planned,11/05/2025,-,28/08/2024
Srv433,Windows Server,Windows Server 2016,29/05/2026,Not Started,Data Center,8 years,File Storage,High,Yes,Completed,Team Development Team,Quarterly checks,99.45% uptime,"16GB RAM, 1TB HDD",Apache,GDPR Compliance,High,$6630/year,532W,Yes,Incomplete,Defined,Need faster replacement,Q3 Risk Assessment,Active,Recycling planned,23/02/2026,See notes,28/08/2024
Srv434,Windows Server,Ubuntu 20.04,19/01/2025,Not Started,Cloud,10 years,File Storage,Medium,No,In Progress,Team IT Operations,Monthly updates,99.65% uptime,"32GB RAM, 2TB SSD",MySQL,HIPAA Compliance,High,$4503/year,384W,No,Incomplete,Offsite backup plan,Need faster replacement,Q2 Budget Planning,End of Support,-,26/07/2029,-,28/08/2024
Srv435,Linux,Ubuntu 20.04,21/03/2025,Delayed,On-Premise,7 years,Application Server,High,No,N/A,Team Development Team,Monthly updates,99.79% uptime,"8GB RAM, 500GB SSD",MySQL,None,High,$1551/year,593W,No,Not Configured,Offsite backup plan,Need faster replacement,Q2 Budget Planning,End of Support,Hardware recycling,29/12/2028,See notes,28/08/2024
Srv436,Windows Server,Windows Server 2016,27/09/2025,Not Started,Cloud,8 years,File Storage,High,No,N/A,Team Analytics Team,Annual maintenance,99.98% uptime,"32GB RAM, 2TB SSD",None,GDPR Compliance,None,$4153/year,427W,Yes,Incomplete,Defined,No issues,Q2 Budget Planning,Active,Hardware recycling,12/08/2029,-,28/08/2024
Srv437,Linux,Windows Server 2016,20/08/2025,Unknown,Cloud,10 years,Development Server,Low,No,In Progress,Team IT Operations,Annual maintenance,99.04% uptime,"8GB RAM, 500GB SSD",SQL Server,GDPR Compliance,None,$4530/year,465W,Yes,Incomplete,Offsite backup plan,Need faster replacement,Q2 Budget Planning,Active,Hardware recycling,3/08/2029,-,28/08/2024
Srv438,Windows Server,Ubuntu 20.04,18/12/2024,On Hold,On-Premise,6 years,Development Server,Medium,No,In Progress,Team Development Team,Annual maintenance,99.04% uptime,"32GB RAM, 2TB SSD",None,None,None,$2634/year,253W,No,Incomplete,Offsite backup plan,Concerns about data migration,Q1 Server Review,Unsupported,Recycling planned,24/09/2028,-,28/08/2024
Srv439,Windows Server,Ubuntu 20.04,9/02/2025,Decommissioned,Data Center,8 years,Web Server,Medium,Yes,N/A,Team Analytics Team,Monthly updates,99.46% uptime,"32GB RAM, 2TB SSD",MySQL,None,Moderate,$3097/year,317W,No,Up-to-date,Offsite backup plan,Need faster replacement,Q1 Server Review,Active,Recycling planned,26/12/2029,-,28/08/2024
Srv440,Linux,Red Hat Enterprise Linux,4/12/2024,Decommissioned,Cloud,7 years,Development Server,Medium,No,In Progress,Team Development Team,Quarterly checks,99.34% uptime,"32GB RAM, 2TB SSD",None,None,Moderate,$5630/year,545W,Yes,Not Configured,Defined,Need faster replacement,Q1 Server Review,Active,-,21/09/2026,-,28/08/2024
Srv441,Windows Server,Ubuntu 20.04,29/07/2026,In Progress,Data Center,8 years,Application Server,Medium,Yes,In Progress,Team IT Operations,Quarterly checks,99.10% uptime,"32GB RAM, 2TB SSD",Apache,None,None,$3330/year,355W,Yes,Incomplete,Defined,No issues,Q1 Server Review,Unsupported,Recycling planned,19/04/2027,-,28/08/2024
Srv442,Linux,Red Hat Enterprise Linux,22/10/2026,Not Started,Data Center,1 years,Development Server,Medium,Yes,Not Started,Team IT Operations,Quarterly checks,99.97% uptime,"16GB RAM, 1TB HDD",None,HIPAA Compliance,High,$3257/year,551W,Yes,Incomplete,Offsite backup plan,No issues,Q2 Budget Planning,Active,-,30/03/2028,-,28/08/2024
Srv443,Windows Server,Red Hat Enterprise Linux,8/03/2025,Not Started,Data Center,8 years,File Storage,High,No,In Progress,Team Development Team,Monthly updates,99.56% uptime,"32GB RAM, 2TB SSD",Apache,None,High,$3492/year,496W,No,Not Configured,Not applicable,Need faster replacement,Q3 Risk Assessment,Unsupported,Hardware recycling,24/03/2028,See notes,28/08/2024
Srv444,Windows Server,Windows Server 2016,29/09/2026,In Progress,On-Premise,2 years,Application Server,High,No,Completed,Team Analytics Team,Quarterly checks,99.17% uptime,"16GB RAM, 1TB HDD",SQL Server,None,Moderate,$4840/year,401W,Yes,Up-to-date,Not applicable,No issues,Q2 Budget Planning,Unsupported,Hardware recycling,8/10/2024,-,28/08/2024
Srv445,Linux,Windows Server 2016,8/11/2025,Not Started,Cloud,4 years,File Storage,Low,No,Completed,Team Analytics Team,Quarterly checks,99.39% uptime,"32GB RAM, 2TB SSD",Apache,GDPR Compliance,High,$5114/year,242W,Yes,Incomplete,Offsite backup plan,Need faster replacement,Q1 Server Review,End of Support,Recycling planned,19/10/2025,-,28/08/2024
Srv446,Windows Server,Windows Server 2016,29/10/2025,Delayed,On-Premise,4 years,Web Server,Medium,No,N/A,Team Analytics Team,Annual maintenance,99.81% uptime,"32GB RAM, 2TB SSD",None,HIPAA Compliance,Moderate,$2478/year,363W,No,Up-to-date,Not applicable,No issues,Q2 Budget Planning,Unsupported,Hardware recycling,16/10/2028,See notes,28/08/2024
Srv447,Windows Server,Red Hat Enterprise Linux,7/04/2025,Decommissioned,Data Center,9 years,Web Server,Medium,No,In Progress,Team IT Operations,Quarterly checks,99.90% uptime,"32GB RAM, 2TB SSD",MySQL,GDPR Compliance,High,$1743/year,302W,Yes,Not Configured,Offsite backup plan,Need faster replacement,Q1 Server Review,Unsupported,Hardware recycling,31/05/2026,See notes,28/08/2024
Srv448,Linux,Windows Server 2016,30/11/2026,On Hold,Data Center,6 years,Application Server,Medium,No,In Progress,Team Development Team,Annual maintenance,99.70% uptime,"8GB RAM, 500GB SSD",MySQL,GDPR Compliance,None,$4875/year,242W,No,Up-to-date,Offsite backup plan,No issues,Q1 Server Review,Unsupported,Hardware recycling,17/04/2029,-,28/08/2024
Srv449,Windows Server,Ubuntu 20.04,23/10/2024,In Progress,Data Center,3 years,File Storage,High,No,N/A,Team IT Operations,Annual maintenance,99.22% uptime,"32GB RAM, 2TB SSD",Apache,GDPR Compliance,None,$2938/year,390W,No,Up-to-date,Defined,No issues,Q3 Risk Assessment,Active,-,30/05/2026,See notes,28/08/2024
Srv450,Windows Server,Ubuntu 20.04,23/12/2025,Delayed,On-Premise,10 years,Web Server,Medium,No,N/A,Team Development Team,Annual maintenance,99.35% uptime,"32GB RAM, 2TB SSD",SQL Server,None,Moderate,$4798/year,223W,Yes,Not Configured,Offsite backup plan,Need faster replacement,Q2 Budget Planning,Active,Recycling planned,19/06/2025,See notes,28/08/2024
Srv451,Windows Server,Windows Server 2016,12/04/2027,On Hold,Data Center,1 years,Development Server,Low,No,Not Started,Team Development Team,Annual maintenance,99.11% uptime,"16GB RAM, 1TB HDD",SQL Server,HIPAA Compliance,None,$5391/year,364W,Yes,Incomplete,Offsite backup plan,Need faster replacement,Q2 Budget Planning,Unsupported,Recycling planned,11/02/2026,-,28/08/2024
Srv452,Linux,Red Hat Enterprise Linux,21/08/2026,In Progress,Data Center,1 years,Development Server,Medium,No,N/A,Team Development Team,Quarterly checks,99.43% uptime,"32GB RAM, 2TB SSD",Apache,GDPR Compliance,High,$4940/year,587W,No,Incomplete,Offsite backup plan,No issues,Q2 Budget Planning,Active,Recycling planned,22/02/2028,See notes,28/08/2024
Srv453,Linux,Ubuntu 20.04,27/09/2024,On Hold,On-Premise,7 years,Development Server,High,No,N/A,Team Development Team,Annual maintenance,99.04% uptime,"8GB RAM, 500GB SSD",Apache,None,Moderate,$6125/year,381W,Yes,Not Configured,Not applicable,Need faster replacement,Q3 Risk Assessment,Unsupported,-,2/06/2026,See notes,28/08/2024
Srv454,Linux,Red Hat Enterprise Linux,27/05/2025,On Hold,Data Center,3 years,Application Server,Low,No,N/A,Team IT Operations,Monthly updates,99.75% uptime,"16GB RAM, 1TB HDD",Apache,None,None,$5471/year,565W,No,Incomplete,Not applicable,Need faster replacement,Q2 Budget Planning,End of Support,-,23/10/2024,See notes,28/08/2024
Srv455,Linux,Red Hat Enterprise Linux,11/01/2027,Delayed,Data Center,9 years,Development Server,High,No,Not Started,Team Analytics Team,Quarterly checks,99.83% uptime,"32GB RAM, 2TB SSD",MySQL,None,High,$1282/year,429W,No,Incomplete,Not applicable,Concerns about data migration,Q3 Risk Assessment,End of Support,Recycling planned,24/09/2027,See notes,28/08/2024
Srv456,Linux,Windows Server 2016,14/09/2026,Unknown,On-Premise,3 years,Application Server,Low,Yes,N/A,Team Analytics Team,Monthly updates,99.98% uptime,"32GB RAM, 2TB SSD",MySQL,None,None,$4285/year,441W,No,Not Configured,Not applicable,No issues,Q1 Server Review,Active,Hardware recycling,6/07/2029,See notes,28/08/2024
Srv457,Linux,Windows Server 2016,28/09/2025,Delayed,On-Premise,6 years,File Storage,Medium,No,Completed,Team Analytics Team,Annual maintenance,99.60% uptime,"16GB RAM, 1TB HDD",None,GDPR Compliance,None,$5644/year,353W,No,Not Configured,Not applicable,No issues,Q3 Risk Assessment,Unsupported,Hardware recycling,17/04/2028,-,28/08/2024
Srv458,Linux,Windows Server 2016,11/11/2024,Decommissioned,Data Center,7 years,Web Server,Medium,Yes,Not Started,Team IT Operations,Monthly updates,99.42% uptime,"32GB RAM, 2TB SSD",MySQL,None,None,$2669/year,254W,Yes,Not Configured,Not applicable,No issues,Q1 Server Review,Unsupported,Hardware recycling,13/11/2025,-,28/08/2024
